id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocyte|Astrocyte	Astrocyte|Microglia	Astrocyte|Neuron	Astrocyte|Oligodendrocyte	Microglia|Astrocyte	Microglia|Microglia	Microglia|Neuron	Microglia|Oligodendrocyte	Neuron|Astrocyte	Neuron|Microglia	Neuron|Neuron	Neuron|Oligodendrocyte	Oligodendrocyte|Astrocyte	Oligodendrocyte|Microglia	Oligodendrocyte|Neuron	Oligodendrocyte|Oligodendrocyte
CPI-CS0D4790CB0	Glutamate_byGLS_and_SLC1A6_GRIA2	complex:Glutamate_byGLS_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.341	0.045	0.701	0.625	0.343	0.048	0.703	0.627	0.345	0.049	0.705	0.629	0.342	0.047	0.702	0.626
CPI-CS07CF0C9B9	Glutamate_byGLS2_and_SLC17A7_GRIA2	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.341	0.045	0.701	0.625	0.341	0.045	0.701	0.625
CPI-CS037E61225	Glutamate_byGLS2_and_SLC17A8_GRIA2	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.341	0.045	0.701	0.625	0.341	0.045	0.701	0.625
CPI-CS0E5DBD27E	Glutamate_byGLS2_and_SLC1A1_GRIA2	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.342	0.046	0.702	0.626	0.0	0.0	0.0	0.0	0.346	0.05	0.706	0.63	0.342	0.047	0.702	0.627
CPI-CS07040A8BB	Glutamate_byGLS2_and_SLC1A2_GRIA2	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.342	0.046	0.702	0.626	0.0	0.0	0.0	0.0	0.346	0.05	0.706	0.63	0.342	0.047	0.702	0.627
CPI-CS0D028DAA4	Glutamate_byGLS2_and_SLC1A3_GRIA2	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.342	0.046	0.702	0.626	0.0	0.0	0.0	0.0	0.346	0.05	0.706	0.63	0.342	0.047	0.702	0.627
CPI-CS096A4BF1B	Glutamate_byGLS2_and_SLC1A6_GRIA2	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.341	0.045	0.701	0.625	0.0	0.0	0.0	0.0	0.345	0.049	0.705	0.629	0.342	0.047	0.702	0.626
CPI-CS09715A1FF	Glutamate_byGLS_and_SLC17A7_GRIA3	complex:Glutamate_byGLS_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.104	0.01	0.078	0.205	0.104	0.01	0.077	0.204	0.104	0.01	0.077	0.204
CPI-CS0CC66DA88	Glutamate_byGLS_and_SLC17A8_GRIA3	complex:Glutamate_byGLS_and_SLC17A8	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.01	0.077	0.204	0.104	0.01	0.077	0.204
CPI-CS0921FDCC0	Glutamate_byGLS_and_SLC1A1_GRIA3	complex:Glutamate_byGLS_and_SLC1A1	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.108	0.014	0.082	0.209	0.108	0.014	0.082	0.209	0.12	0.026	0.093	0.22	0.17	0.076	0.143	0.27
CPI-CS07BBA568D	Glutamate_byGLS_and_SLC1A2_GRIA3	complex:Glutamate_byGLS_and_SLC1A2	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.174	0.08	0.148	0.275	0.138	0.044	0.112	0.239	0.242	0.148	0.215	0.342	0.235	0.141	0.208	0.335
CPI-CS0692512DE	Glutamate_byGLS_and_SLC1A3_GRIA3	complex:Glutamate_byGLS_and_SLC1A3	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.174	0.08	0.148	0.275	0.223	0.129	0.196	0.323	0.198	0.104	0.171	0.298	0.235	0.141	0.208	0.335
CPI-CS068F11B5E	Glutamate_byGLS_and_SLC1A6_GRIA3	complex:Glutamate_byGLS_and_SLC1A6	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.104	0.01	0.077	0.204	0.106	0.012	0.08	0.207	0.108	0.014	0.081	0.208	0.105	0.011	0.079	0.206
CPI-CS0FBD9A478	Glutamate_byGLS2_and_SLC17A7_GRIA3	complex:Glutamate_byGLS2_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.01	0.077	0.204	0.104	0.01	0.077	0.204
CPI-CS071E7684F	Glutamate_byGLS2_and_SLC17A8_GRIA3	complex:Glutamate_byGLS2_and_SLC17A8	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.01	0.077	0.204	0.104	0.01	0.077	0.204
CPI-CS0899E9304	Glutamate_byGLS2_and_SLC1A1_GRIA3	complex:Glutamate_byGLS2_and_SLC1A1	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.105	0.011	0.078	0.205	0.0	0.0	0.0	0.0	0.109	0.015	0.082	0.209	0.106	0.012	0.079	0.206
CPI-CS0B607E7E2	Glutamate_byGLS2_and_SLC1A2_GRIA3	complex:Glutamate_byGLS2_and_SLC1A2	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.105	0.011	0.078	0.205	0.0	0.0	0.0	0.0	0.109	0.015	0.082	0.209	0.106	0.012	0.079	0.206
CPI-CS008389A89	Glutamate_byGLS2_and_SLC1A3_GRIA3	complex:Glutamate_byGLS2_and_SLC1A3	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.105	0.011	0.078	0.205	0.0	0.0	0.0	0.0	0.109	0.015	0.082	0.209	0.106	0.012	0.079	0.206
CPI-CS0F46608E1	Glutamate_byGLS2_and_SLC1A6_GRIA3	complex:Glutamate_byGLS2_and_SLC1A6	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.104	0.01	0.077	0.204	0.0	0.0	0.0	0.0	0.108	0.014	0.081	0.208	0.105	0.011	0.079	0.206
CPI-CS0AB7504CD	Glutamate_byGLS_and_SLC17A7_GRIA4	complex:Glutamate_byGLS_and_SLC17A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.016	0.004	0.052	0.108	0.016	0.004	0.052	0.108	0.015	0.004	0.052	0.108
CPI-CS01E787EA3	Glutamate_byGLS_and_SLC17A8_GRIA4	complex:Glutamate_byGLS_and_SLC17A8	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.004	0.052	0.108	0.016	0.004	0.052	0.108
CPI-CS0C53F30BC	Glutamate_byGLS_and_SLC1A1_GRIA4	complex:Glutamate_byGLS_and_SLC1A1	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.02	0.008	0.056	0.112	0.02	0.008	0.056	0.112	0.032	0.02	0.068	0.124	0.081	0.07	0.118	0.173
CPI-CS056114BA1	Glutamate_byGLS_and_SLC1A2_GRIA4	complex:Glutamate_byGLS_and_SLC1A2	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.086	0.074	0.122	0.178	0.05	0.038	0.086	0.142	0.153	0.142	0.19	0.245	0.147	0.135	0.183	0.239
CPI-CS04BFC66DA	Glutamate_byGLS_and_SLC1A3_GRIA4	complex:Glutamate_byGLS_and_SLC1A3	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.086	0.074	0.122	0.178	0.134	0.123	0.171	0.226	0.109	0.097	0.146	0.201	0.147	0.135	0.183	0.239
CPI-CS0BCE841D5	Glutamate_byGLS_and_SLC1A6_GRIA4	complex:Glutamate_byGLS_and_SLC1A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.016	0.004	0.052	0.108	0.018	0.006	0.054	0.11	0.019	0.008	0.056	0.111	0.017	0.005	0.053	0.109
CPI-CS08AE2D9A9	Glutamate_byGLS2_and_SLC17A7_GRIA4	complex:Glutamate_byGLS2_and_SLC17A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.004	0.052	0.108	0.015	0.004	0.052	0.108
CPI-CS07CDBB858	Glutamate_byGLS2_and_SLC17A8_GRIA4	complex:Glutamate_byGLS2_and_SLC17A8	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.004	0.052	0.108	0.016	0.004	0.052	0.108
CPI-CS06451E34A	Glutamate_byGLS2_and_SLC1A1_GRIA4	complex:Glutamate_byGLS2_and_SLC1A1	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.017	0.005	0.053	0.109	0.0	0.0	0.0	0.0	0.021	0.009	0.057	0.113	0.017	0.005	0.054	0.109
CPI-CS0CC3AA145	Glutamate_byGLS2_and_SLC1A2_GRIA4	complex:Glutamate_byGLS2_and_SLC1A2	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.017	0.005	0.053	0.109	0.0	0.0	0.0	0.0	0.021	0.009	0.057	0.113	0.017	0.005	0.054	0.109
CPI-CS0B4B01B4B	Glutamate_byGLS2_and_SLC1A3_GRIA4	complex:Glutamate_byGLS2_and_SLC1A3	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.017	0.005	0.053	0.109	0.0	0.0	0.0	0.0	0.021	0.009	0.057	0.113	0.017	0.005	0.054	0.109
CPI-CS013047C58	Glutamate_byGLS2_and_SLC1A6_GRIA4	complex:Glutamate_byGLS2_and_SLC1A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.016	0.004	0.052	0.108	0.0	0.0	0.0	0.0	0.019	0.008	0.056	0.111	0.017	0.005	0.053	0.109
CPI-CS0F73C1DA9	Glutamate_byGLS_and_SLC17A7_GRIK1	complex:Glutamate_byGLS_and_SLC17A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CS0EE79A115	Glutamate_byGLS_and_SLC17A8_GRIK1	complex:Glutamate_byGLS_and_SLC17A8	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CS070ACE5CB	Glutamate_byGLS_and_SLC1A1_GRIK1	complex:Glutamate_byGLS_and_SLC1A1	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.0	0.008	0.007	0.014	0.0	0.008	0.007	0.025	0.0	0.019	0.019	0.075	0.0	0.069	0.069
CPI-CS034026D0F	Glutamate_byGLS_and_SLC1A2_GRIK1	complex:Glutamate_byGLS_and_SLC1A2	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.044	0.0	0.038	0.037	0.147	0.0	0.141	0.141	0.14	0.0	0.134	0.134
CPI-CS04473CE2B	Glutamate_byGLS_and_SLC1A3_GRIK1	complex:Glutamate_byGLS_and_SLC1A3	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.128	0.0	0.122	0.122	0.103	0.0	0.097	0.096	0.14	0.0	0.134	0.134
CPI-CS0603C3490	Glutamate_byGLS_and_SLC1A6_GRIK1	complex:Glutamate_byGLS_and_SLC1A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.011	0.0	0.006	0.005	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CS0AB98CF4B	Glutamate_byGLS2_and_SLC17A7_GRIK1	complex:Glutamate_byGLS2_and_SLC17A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CS00271E4F9	Glutamate_byGLS2_and_SLC17A8_GRIK1	complex:Glutamate_byGLS2_and_SLC17A8	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CS0DD8D3E0E	Glutamate_byGLS2_and_SLC1A1_GRIK1	complex:Glutamate_byGLS2_and_SLC1A1	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CS04F05F7CF	Glutamate_byGLS2_and_SLC1A2_GRIK1	complex:Glutamate_byGLS2_and_SLC1A2	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CS0484FC19B	Glutamate_byGLS2_and_SLC1A3_GRIK1	complex:Glutamate_byGLS2_and_SLC1A3	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CS03EEE6D2D	Glutamate_byGLS2_and_SLC1A6_GRIK1	complex:Glutamate_byGLS2_and_SLC1A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CC00A1F0EC7	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CC0AF0BFF2F	Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CC08C4BCAED	Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.0	0.008	0.007	0.014	0.0	0.008	0.007	0.025	0.0	0.019	0.019	0.075	0.0	0.069	0.069
CPI-CC0924D1237	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.044	0.0	0.038	0.037	0.147	0.0	0.141	0.141	0.14	0.0	0.134	0.134
CPI-CC0918CCE56	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.128	0.0	0.122	0.122	0.103	0.0	0.097	0.096	0.14	0.0	0.134	0.134
CPI-CC007D5C2B3	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.011	0.0	0.006	0.005	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CC047030A36	Glutamate_byGLS2_and_SLC17A7_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC17A7	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CC01ABA8B9E	Glutamate_byGLS2_and_SLC17A8_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC17A8	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CC007CF847B	Glutamate_byGLS2_and_SLC1A1_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC1A1	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC05BFEA73C	Glutamate_byGLS2_and_SLC1A2_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC1A2	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC07909859C	Glutamate_byGLS2_and_SLC1A3_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC1A3	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC01450B2FA	Glutamate_byGLS2_and_SLC1A6_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS2_and_SLC1A6	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CC0ACAF2735	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CC0CF47E58F	Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CC00F486A57	Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.014	0.0	0.008	0.007	0.014	0.0	0.008	0.007	0.025	0.0	0.019	0.019	0.075	0.0	0.069	0.069
CPI-CC0C78F642C	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.044	0.0	0.038	0.037	0.147	0.0	0.141	0.141	0.14	0.0	0.134	0.134
CPI-CC02BF19DCF	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.08	0.0	0.074	0.073	0.128	0.0	0.122	0.122	0.103	0.0	0.097	0.096	0.14	0.0	0.134	0.134
CPI-CC096C28605	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.011	0.0	0.006	0.005	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CC0145A96BC	Glutamate_byGLS2_and_SLC17A7_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC17A7	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.003	0.003	0.009	0.0	0.003	0.003
CPI-CC0212DA3AE	Glutamate_byGLS2_and_SLC17A8_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC17A8	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.004	0.003	0.009	0.0	0.004	0.003
CPI-CC08EE84AE8	Glutamate_byGLS2_and_SLC1A1_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC1A1	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC0DC1D35A7	Glutamate_byGLS2_and_SLC1A2_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC1A2	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC0A8308C2C	Glutamate_byGLS2_and_SLC1A3_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC1A3	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.01	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.014	0.0	0.008	0.008	0.011	0.0	0.005	0.004
CPI-CC0C4BEF4C8	Glutamate_byGLS2_and_SLC1A6_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS2_and_SLC1A6	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.009	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.013	0.0	0.007	0.007	0.011	0.0	0.005	0.004
CPI-CS009D94220	Glutamate_byGLS_and_SLC17A7_GRIK2	complex:Glutamate_byGLS_and_SLC17A7	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.003	0.002	0.03	0.029	0.003	0.002	0.029	0.028	0.003	0.002	0.029	0.028
CPI-CS0F1EA3405	Glutamate_byGLS_and_SLC17A8_GRIK2	complex:Glutamate_byGLS_and_SLC17A8	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.029	0.029	0.003	0.002	0.029	0.029
CPI-CS07D0E4897	Glutamate_byGLS_and_SLC1A1_GRIK2	complex:Glutamate_byGLS_and_SLC1A1	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.007	0.006	0.034	0.033	0.007	0.006	0.034	0.033	0.019	0.018	0.045	0.044	0.069	0.068	0.095	0.094
CPI-CS0B15FCB8B	Glutamate_byGLS_and_SLC1A2_GRIK2	complex:Glutamate_byGLS_and_SLC1A2	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.073	0.072	0.1	0.099	0.037	0.036	0.064	0.063	0.141	0.14	0.167	0.166	0.134	0.133	0.16	0.159
CPI-CS037F4EF32	Glutamate_byGLS_and_SLC1A3_GRIK2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.073	0.072	0.1	0.099	0.122	0.121	0.148	0.147	0.097	0.095	0.123	0.122	0.134	0.133	0.16	0.159
CPI-CS0792FFF91	Glutamate_byGLS_and_SLC1A6_GRIK2	complex:Glutamate_byGLS_and_SLC1A6	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.003	0.002	0.029	0.029	0.005	0.004	0.032	0.031	0.007	0.006	0.033	0.032	0.004	0.003	0.031	0.03
CPI-CS0940331BF	Glutamate_byGLS2_and_SLC17A7_GRIK2	complex:Glutamate_byGLS2_and_SLC17A7	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.029	0.028	0.003	0.002	0.029	0.028
CPI-CS0C7259F7C	Glutamate_byGLS2_and_SLC17A8_GRIK2	complex:Glutamate_byGLS2_and_SLC17A8	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.029	0.029	0.003	0.002	0.029	0.029
CPI-CS048A34709	Glutamate_byGLS2_and_SLC1A1_GRIK2	complex:Glutamate_byGLS2_and_SLC1A1	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.004	0.003	0.03	0.029	0.0	0.0	0.0	0.0	0.008	0.007	0.034	0.033	0.005	0.003	0.031	0.03
